counter	SMILES (prior)	SMILES (after) round trip:
686	ONC(=O)[C@@H](/C=C\[C@H](c1cccc(c1)C(=O)O)C(=O)OC(=O)NC(=O)CC(=O)O)O	ONC(=O)C(C=CC(c1cccc(c1)C(=O)O)C(=O)OC(=O)NC(=O)CC(=O)O)O
687	O=C([C@@H](c1cc2c(O)nccc2cc1C)C)Nc1ccc(cc1)O	O=C(C(c1cc2c(O)nccc2cc1C)C)Nc1ccc(cc1)O
688	CCCOC(=O)/C=C/Cc1cccc2c1cc1ccccc1c2	CCCOC(=O)C=CCc1cccc2c1cc1ccccc1c2
690	OC(=O)Cc1ccc(c2c1c(O)ccc2)C/C=C\NCCOC(F)F	OC(=O)Cc1ccc(c2c1c(O)ccc2)CC=CNCCOC(F)F
691	O=CCc1c(cccc1C(=O)O)[C@@H](Cc1ccc2c(c1)cccc2)O	O=CCc1c(cccc1C(=O)O)C(Cc1ccc2c(c1)cccc2)O
692	CCCc1cc(O)nc2c1c(Cl)c(cc2)C(=O)NC[C@H](C(=CC(=O)C)CC#N)O	CCCc1cc(O)nc2c1c(Cl)c(cc2)C(=O)NCC(C(=CC(=O)C)CC#N)O
694	OC(=O)CCC[C@](c1c(O)ccc2c1ccc(c2)O)([C@@H]1CCC[C@@H](C1)C(=O)O)O	OC(=O)CCCC(c1c(O)ccc2c1ccc(c2)O)(C1CCCC(C1)C(=O)O)O
695	NC(=O)[C@H](NC(=O)c1cc2CC[C@H](c3c2c(c1)ccc3)O)C[C@H]([C@@H](C(=O)O)C)O	NC(=O)C(NC(=O)c1cc2CCC(c3c2c(c1)ccc3)O)CC(C(C(=O)O)C)O
702	CCCC[C@@H](COc1c(C(=O)OC(=O)Nc2cccc(c2)C(C)C)c(O)cc(c1[C@@H](O)C)[C@H](O)C)O	CCCCC(COc1c(C(=O)OC(=O)Nc2cccc(c2)C(C)C)c(O)cc(c1C(O)C)C(O)C)O
709	CC(=O)Nc1c(O)nc(c2c1CC=C[C@@H]2c1[nH]c(cc1C(=O)O)C(=O)Oc1ccccc1)O	CC(=O)Nc1c(O)nc(c2c1CC=CC2c1[nH]c(cc1C(=O)O)C(=O)Oc1ccccc1)O
710	O=CC[C@H](c1c(ccc2c1[nH]c(c2)C)CC(=O)O)C	O=CCC(c1c(ccc2c1[nH]c(c2)C)CC(=O)O)C
711	CCN[C@@H]1CCCc2c1cc([nH]2)c1ccccc1	CCNC1CCCc2c1cc([nH]2)c1ccccc1
715	CCCc1[nH]c(cc1CNC(=O)CC(=O)N[C@@H](C(=O)O)CCCc1ccncc1)O	CCCc1[nH]c(cc1CNC(=O)CC(=O)NC(C(=O)O)CCCc1ccncc1)O
718	COc1cc2[C@@H](CC(=O)[C@H](C(=O)O)O)C=C([C@H]3c2c(c1)[C@@H](Br)C=C3)O	COc1cc2C(CC(=O)C(C(=O)O)O)C=C(C3c2c(c1)C(Br)C=C3)O
720	O[C@@H]1C=CCc2c1cc1ccc3c(c1c2)CC=CC3	OC1C=CCc2c1cc1ccc3c(c1c2)CC=CC3
723	CC/C=C\c1cc([C@H](NC)O)c(c2c1CC=CC2)O	CCC=Cc1cc(C(NC)O)c(c2c1CC=CC2)O
724	CCOC1=CC(=C[C@H]2C1=C[C@H](NC(=C)O)c1c2c(O)nc(c1CCC)O)CC	CCOC1=CC(=CC2C1=CC(NC(=C)O)c1c2c(O)nc(c1CCC)O)CC
725	O[C@H]1CC2=C(C)Cc3c([C@H]2C=C1c1ccc(o1)C(=O)O)cccc3O	OC1CC2=C(C)Cc3c(C2C=C1c1ccc(o1)C(=O)O)cccc3O
727	COCCC1=CC=C([C@@H](C1)C1=C(Cc2c(C1)c(OC)ccc2C(=O)O)C(C)C)/C=C\c1ccco1	COCCC1=CC=C(C(C1)C1=C(Cc2c(C1)c(OC)ccc2C(=O)O)C(C)C)C=Cc1ccco1
728	C=CC=C(C/C=C(/C(=O)O)\C=C\1/CC[C@@H](C=C1O)F)C	C=CC=C(CC=C(C(=O)O)C=C1CCC(C=C1O)F)C
730	C/C(=N/c1ccc(cc1Cc1c(C)cccc1[C@H]([C@H](N(C)C)C)O)C)/O	CC(=Nc1ccc(cc1Cc1c(C)cccc1C(C(N(C)C)C)O)C)O
731	COCCCC[C@H](C(=O)OOC)/C=C\CCc1ccccc1C(=O)O	COCCCCC(C(=O)OOC)C=CCCc1ccccc1C(=O)O
732	CC[C@H]1C(=C[C@H]2[C@@H]([C@@H]1O)c1ccc(c(c1[C@@H](C2)C)CC(=O)[C@H](C(=O)O)N)C(=O)O)[C@@H](O)C	CCC1C(=CC2C(C1O)c1ccc(c(c1C(C2)C)CC(=O)C(C(=O)O)N)C(=O)O)C(O)C
733	CCC[C@H](c1cc2cc[nH]c2cc1c1ccc2c(c1)c(OCC)c([nH]2)O)O	CCCC(c1cc2cc[nH]c2cc1c1ccc2c(c1)c(OCC)c([nH]2)O)O
736	CC(=Cc1ccccc1)CC(=C/C=C\CC(=O)c1ccccc1)S(=O)(=O)N	CC(=Cc1ccccc1)CC(=CC=CCC(=O)c1ccccc1)S(=O)(=O)N
738	OC(=O)CC(=O)c1cc2oc3c(c2c(c1O)Cl)c(O)c(c(c3)C(C(=O)O)C(=O)O)[C@@H](N(C(=C)Cl)C)C	OC(=O)CC(=O)c1cc2oc3c(c2c(c1O)Cl)c(O)c(c(c3)C(C(=O)O)C(=O)O)C(N(C(=C)Cl)C)C
740	NC(=N)SC[C@H]1C=C[C@H]2c3c1c(ccc3NC(=C2)C(C(=O)O)C(=O)O)NC(=O)COC(=O)C	NC(=N)SCC1C=CC2c3c1c(ccc3NC(=C2)C(C(=O)O)C(=O)O)NC(=O)COC(=O)C
742	O=CNc1ccc(c(c1)CC(=O)N)/C=C\CC=C(C(=CC(=O)O)COC(=O)N)CC	O=CNc1ccc(c(c1)CC(=O)N)C=CCC=C(C(=CC(=O)O)COC(=O)N)CC
743	N#CCO[C@@H](c1cccc2c1cc(OC)c(c2)C(=O)O)CNC(=O)OC(=O)C	N#CCOC(c1cccc2c1cc(OC)c(c2)C(=O)O)CNC(=O)OC(=O)C
744	OC(=O)C[C@@H](C(=O)[C@H](Cc1cc2cccc(c2cc1C(=O)O)C(=O)O)O)O	OC(=O)CC(C(=O)C(Cc1cc2cccc(c2cc1C(=O)O)C(=O)O)O)O
746	C=C[C@H]1C(=CC(=O)c2c1cc(O)cc2)C(=O)N	C=CC1C(=CC(=O)c2c1cc(O)cc2)C(=O)N
747	OC(=O)C(=CNc1ccc2c(c1[C@](C(=O)O)(O)C)CC=CC2)C(=O)O	OC(=O)C(=CNc1ccc2c(c1C(C(=O)O)(O)C)CC=CC2)C(=O)O
748	Cc1ccc(c2c1CC(=C[C@@H]2O)O)C(=O)CC(=O)OC(=O)C	Cc1ccc(c2c1CC(=CC2O)O)C(=O)CC(=O)OC(=O)C
749	OC(=O)C1=CC(=O)c2c(C1=O)cc1c(c2)cc(c2c1[C@@H](N)C=CC2)[C@H](c1ccccc1)O	OC(=O)C1=CC(=O)c2c(C1=O)cc1c(c2)cc(c2c1C(N)C=CC2)C(c1ccccc1)O
750	CCCCOc1ccccc1C(/C=C/C=C(\c1ccc(c(c1)OC)[C@H](CC)O)/OC)(C)C	CCCCOc1ccccc1C(C=CC=C(c1ccc(c(c1)OC)C(CC)O)OC)(C)C
751	CCCCO/C=C(\C(=O)O)/CCc1c(O)[nH]cc1C[C@H]([C@@H]1C=C(F)CCC1=COC)CC(=O)O	CCCCOC=C(C(=O)O)CCc1c(O)[nH]cc1CC(C1C=C(F)CCC1=COC)CC(=O)O
752	CCCOC(=O)[C@@H](c1c(O)cc(c2c1[C@H](C)c1c(C2)c(c[nH]1)C(=O)O)O)C	CCCOC(=O)C(c1c(O)cc(c2c1C(C)c1c(C2)c(c[nH]1)C(=O)O)O)C
753	OC(=O)CCCCOC=C([C@H]1C=C(CCC(=O)O)[C@H](c2c1cccc2C)O)C(=O)O	OC(=O)CCCCOC=C(C1C=C(CCC(=O)O)C(c2c1cccc2C)O)C(=O)O
754	CO[C@H]1[C@H]2c3cccc(c3[C@H](N=C2c2c([C@@H]1OC)cccc2)O)OCCCC(=O)O	COC1C2c3cccc(c3C(N=C2c2c(C1OC)cccc2)O)OCCCC(=O)O
755	CCCc1sc(c(c1Cl)CC(=O)O)/C=C(/C(=O)O)\CC(C)C	CCCc1sc(c(c1Cl)CC(=O)O)C=C(C(=O)O)CC(C)C
756	OC(=O)N[C@@H](C(=O)OCCCc1c(cc(c2c1cccc2)C)[C@@H]1CSC(=C1)I)C(=O)O	OC(=O)NC(C(=O)OCCCc1c(cc(c2c1cccc2)C)C1CSC(=C1)I)C(=O)O
757	OCC/N=C(\c1cccc2c1CC=CC2)/CCCc1cccc(c1)F	OCCN=C(c1cccc2c1CC=CC2)CCCc1cccc(c1)F
759	OC(=O)C1=C[C@H](C)c2c(C1)c(Cn1cccc1)cc1c2cccc1	OC(=O)C1=CC(C)c2c(C1)c(Cn1cccc1)cc1c2cccc1
761	COC=C(C(=C(c1cccc(c1)c1ccccc1N)C)CC(=O)O)C(=O)OC/C=C\CC(=O)O	COC=C(C(=C(c1cccc(c1)c1ccccc1N)C)CC(=O)O)C(=O)OCC=CCC(=O)O
762	OC[C@@H](CC(=O)c1ccc2c(c1)cc(cc2)CC)CNCC(=O)O	OCC(CC(=O)c1ccc2c(c1)cc(cc2)CC)CNCC(=O)O
764	CC[C@@H]1C(=O)C(=C(C(=O)[C@@H]1[C@@H]1C=CCc2c1c(C)c[nH]2)C#N)C(=O)O	CCC1C(=O)C(=C(C(=O)C1C1C=CCc2c1c(C)c[nH]2)C#N)C(=O)O
768	ONC(=O)C1=C(O)C(=C(C)C)[C@H](CC1)c1ccccc1C(=O)OC	ONC(=O)C1=C(O)C(=C(C)C)C(CC1)c1ccccc1C(=O)OC
772	CCc1[nH]c2c(c1[C@@H](C(=O)Nc1ccccc1)C(=O)O)cccc2C	CCc1[nH]c2c(c1C(C(=O)Nc1ccccc1)C(=O)O)cccc2C
773	N/C=N\C1=CCc2c([C@@H]1F)c1[C@@H](/C=C\Nc3ccc(nc3)C)C=C[C@H](c1c(n2)O)C	NC=NC1=CCc2c(C1F)c1C(C=CNc3ccc(nc3)C)C=CC(c1c(n2)O)C
775	CCC[C@@H](c1c(O)cccc1C(=CC(=O)O)OC)OCC(=O)O	CCCC(c1c(O)cccc1C(=CC(=O)O)OC)OCC(=O)O
778	CCN/C=C(/c1ccccc1/C=C/C(=O)c1c(OC)c(O)c2c(c1O)cc([nH]2)Br)\C(=O)O	CCNC=C(c1ccccc1C=CC(=O)c1c(OC)c(O)c2c(c1O)cc([nH]2)Br)C(=O)O
779	CC(C[C@@H](Cc1cccc(c1C(C)C)[C@H]([C@@H](C(=O)O)NC(=O)N)C(=O)O)C)C	CC(CC(Cc1cccc(c1C(C)C)C(C(C(=O)O)NC(=O)N)C(=O)O)C)C
781	CCCC(=Cc1ccc(c(c1)[N+](=O)[O-])CC(c1ccccc1OC)(C)C)C(=CC(=O)O)S(=O)(=O)O	CCCC(=Cc1ccc(c(c1)N(=O)=O)CC(c1ccccc1OC)(C)C)C(=CC(=O)O)S(=O)(=O)O
782	CC[C@@H]1[C@H](c2cccc(c2)OC)C(=C2C3=C1CC=C[C@@H]3CCC2)C(=O)O	CCC1C(c2cccc(c2)OC)C(=C2C3=C1CC=CC3CCC2)C(=O)O
787	CCC[P@@H](=O)OC(=O)Cc1c(O)cc(cc1OC)C(=O)NCC(=O)O	CCCP(=O)OC(=O)Cc1c(O)cc(cc1OC)C(=O)NCC(=O)O
789	CCCCC(=O)Oc1ccc(c2c1C[C@H](C)[C@H]([C@H]2c1c(O)c(C)c(c2c1c(O)ccc2)OC)O)O	CCCCC(=O)Oc1ccc(c2c1CC(C)C(C2c1c(O)c(C)c(c2c1c(O)ccc2)OC)O)O
790	CCCC(=CC(=O)O)/C=C(/C(=O)O)\CC(=C[C@@H](C[C@@H](C(=O)O)O)C)OC	CCCC(=CC(=O)O)C=C(C(=O)O)CC(=CC(CC(C(=O)O)O)C)OC
791	OCC/C=C\[C@H](CNc1cccc(c1)OC)/C=C\[C@H](O)C	OCCC=CC(CNc1cccc(c1)OC)C=CC(O)C
793	O=C(CCC(=O)O)/C=C\Nc1ccccc1[C@@H](C(=O)O)CCC(=O)O	O=C(CCC(=O)O)C=CNc1ccccc1C(C(=O)O)CCC(=O)O
794	OC(=O)/C(=C/C(=O)C(=O)O)/NCC[C@H]1OC=C2[C@H]1CC=CC2	OC(=O)C(=CC(=O)C(=O)O)NCCC1OC=C2C1CC=CC2
796	COc1cc2c3c(c1)[C@H](O)C=C[C@@H]3C=C[C@H]2[C@@](c1cccc(c1C)O)(Cc1ccc(cc1)Cl)O	COc1cc2c3c(c1)C(O)C=CC3C=CC2C(c1cccc(c1C)O)(Cc1ccc(cc1)Cl)O
797	OCC[C@H]([C@H]1C(=CCc2c1cccc2)[C@@H]1CCC=CC1)CC	OCCC(C1C(=CCc2c1cccc2)C1CCC=CC1)CC
799	CCC(=O)OC(=C1CC=CC=C1C)[C@H]1C(=CCc2c1[nH]cn2)C	CCC(=O)OC(=C1CC=CC=C1C)C1C(=CCc2c1[nH]cn2)C
800	CCCC(=O)N(C(=O)[C@@H](C(=O)O)CC)C(=O)CC(=O)c1c(O)[nH]c2c1[C@@H](C)C=CC2	CCCC(=O)N(C(=O)C(C(=O)O)CC)C(=O)CC(=O)c1c(O)[nH]c2c1C(C)C=CC2
801	CCOC(=O)C[C@H](OC(=O)NC(=O)NCC(=O)O)CCCc1n[nH]c2c1sc(c2)Cl	CCOC(=O)CC(OC(=O)NC(=O)NCC(=O)O)CCCc1n[nH]c2c1sc(c2)Cl
802	COc1c(O)ccc2c1c1c([nH]2)cc(c2c1nccc2[C@@H](CC(=O)OP(=O)(O)O)COC(=O)C)C	COc1c(O)ccc2c1c1c([nH]2)cc(c2c1nccc2C(CC(=O)OP(=O)(O)O)COC(=O)C)C
803	COC[C@@H]1C2=C(CC=CC2)[C@@H](c2c1c(CC)ccc2OC)NC(=O)C/C=C/C#N	COCC1C2=C(CC=CC2)C(c2c1c(CC)ccc2OC)NC(=O)CC=CC#N
804	OC(=O)/C=C/Cc1c2ccc3c(c2cc2c1ccc(c2)C(=O)O)CC(=CC3)C(F)(F)F	OC(=O)C=CCc1c2ccc3c(c2cc2c1ccc(c2)C(=O)O)CC(=CC3)C(F)(F)F
805	CCCOCc1[nH]c(c(c1Cc1cc(cc(c1)C(=O)O)C(=O)O)C(=O)NC(=O)[C@@H](C(=O)O)N)O	CCCOCc1[nH]c(c(c1Cc1cc(cc(c1)C(=O)O)C(=O)O)C(=O)NC(=O)C(C(=O)O)N)O
806	CC[C@@H](c1ccc(cc1)C(=O)O)c1ccc(c(c1)OC)/C=C\c1cccc(c1)C(=O)O	CCC(c1ccc(cc1)C(=O)O)c1ccc(c(c1)OC)C=Cc1cccc(c1)C(=O)O
807	C/C=C/Cc1ccc2c(c1)ccc1c2c(CC(=O)OC(=O)c2ccccc2)c([nH]1)C	CC=CCc1ccc2c(c1)ccc1c2c(CC(=O)OC(=O)c2ccccc2)c([nH]1)C
808	OC(=O)CCc1c[nH]c(c1C)c1ccc(cc1N/C=C/C(=O)O)F	OC(=O)CCc1c[nH]c(c1C)c1ccc(cc1NC=CC(=O)O)F
809	NC(=O)OC(=O)NC(=O)Cc1cc(n(c1[C@H]1CCCC[C@@H]1C(=O)O)CC(=O)O)O	NC(=O)OC(=O)NC(=O)Cc1cc(n(c1C1CCCCC1C(=O)O)CC(=O)O)O
810	COCCc1ccn(n1)Cc1cc(O)cc2c1[C@@H](C)[C@H](CC2)CO/C=C\C	COCCc1ccn(n1)Cc1cc(O)cc2c1C(C)C(CC2)COC=CC
815	CO[C@@H](CC(=C(/N=C(\CC(=O)O)/O)O)C(=O)C)CO	COC(CC(=C(N=C(CC(=O)O)O)O)C(=O)C)CO
816	O=C(S[C@H](c1ccccc1)Cl)CCc1c[nH]c2c1CC=CC2	O=C(SC(c1ccccc1)Cl)CCc1c[nH]c2c1CC=CC2
818	CCOC(=O)CC1=C[C@H]2C=C(O)[C@@H](c3c2c(C1)ccc3)C[C@@H](C(=O)C=O)C(=O)O	CCOC(=O)CC1=CC2C=C(O)C(c3c2c(C1)ccc3)CC(C(=O)C=O)C(=O)O
820	COc1cc2c(cc1O)[C@H](Cl)c1c([C@@H]2CCC(=O)O)c(c(nc1O)O)c1cccc2c1CC=CC2	COc1cc2c(cc1O)C(Cl)c1c(C2CCC(=O)O)c(c(nc1O)O)c1cccc2c1CC=CC2
823	CCc1ccc(c2c1CC=C([C@H]2C)Oc1cccc(c1CC(=O)O)O)C	CCc1ccc(c2c1CC=C(C2C)Oc1cccc(c1CC(=O)O)O)C
825	C=CCOc1cccc(c1CC/C=C/C(=O)/C=c\1/c(=CC(=CCO)C(=O)O)ccc2c1cc[nH]2)C	C=CCOc1cccc(c1CCC=CC(=O)C=c1c(=CC(=CCO)C(=O)O)ccc2c1cc[nH]2)C
826	OC(=O)CC(=O)OCCCC[C@](c1cccc(c1)F)(/C=C/C=C(\c1c[nH]cc1)/O)O	OC(=O)CC(=O)OCCCCC(c1cccc(c1)F)(C=CC=C(c1c[nH]cc1)O)O
829	O[C@@H]1CC(=O)c2c([C@@H]1O)c(O)c1c(c2S(=O)(=O)O)cc2c(c1O)nccc2	OC1CC(=O)c2c(C1O)c(O)c1c(c2S(=O)(=O)O)cc2c(c1O)nccc2
832	COc1cc2CC=C(Cc2c(c1C(=O)O)O)[C@H]1C=CCc2c1cc(C(=O)O)c(c2)C	COc1cc2CC=C(Cc2c(c1C(=O)O)O)C1C=CCc2c1cc(C(=O)O)c(c2)C
833	C/C=C\[C@H](c1cc(O)cc(c1CC)C(=O)O)CNC(=O)OC(=O)CC	CC=CC(c1cc(O)cc(c1CC)C(=O)O)CNC(=O)OC(=O)CC
834	OC[C@@H](C(F)(F)F)Nc1cc(c(cc1O)O)S(=O)(=O)O	OCC(C(F)(F)F)Nc1cc(c(cc1O)O)S(=O)(=O)O
835	CCCCc1cc2c(CC)cccc2cc1[C@@H](c1cc(c([nH]1)O)C(=O)Nc1ccc(o1)CC)O	CCCCc1cc2c(CC)cccc2cc1C(c1cc(c([nH]1)O)C(=O)Nc1ccc(o1)CC)O
836	CCCCCO[C@@H]1C=C(Cc2c1cccc2C(=O)N)C(=O)O	CCCCCOC1C=C(Cc2c1cccc2C(=O)N)C(=O)O
839	CCC/C=C/c1nc(O)cc(c1O)COC(=O)Nc1ccccc1	CCCC=Cc1nc(O)cc(c1O)COC(=O)Nc1ccccc1
840	O[C@@H](c1ccc2c(c1C(=O)O)[C@H]1C=CNC1=C[C@@H]2F)/N=C/1\CC=CC=C1	OC(c1ccc2c(c1C(=O)O)C1C=CNC1=CC2F)N=C1CC=CC=C1
842	OC(=O)C[C@@H]([C@@H](C(=O)/C=C(\Nc1cc(O)cc2c1cc(cc2)C(=O)O)/O)C(=O)O)O	OC(=O)CC(C(C(=O)C=C(Nc1cc(O)cc2c1cc(cc2)C(=O)O)O)C(=O)O)O
843	OC(=O)N[C@@H]([C@H]1C=CCc2c1cccc2)CCC(=O)[C@@H](C(=O)O)Cc1ccccc1CC(=O)O	OC(=O)NC(C1C=CCc2c1cccc2)CCC(=O)C(C(=O)O)Cc1ccccc1CC(=O)O
845	OCC/C(=C\C=C/C=C/C(=C(C(=CCC(=C([C@@H](C(=O)O)C)C)C(=O)O)S(=O)(=O)O)Cl)OCC)/C(=O)O	OCCC(=CC=CC=CC(=C(C(=CCC(=C(C(C(=O)O)C)C)C(=O)O)S(=O)(=O)O)Cl)OCC)C(=O)O
846	OC(=O)[C@H]([C@H](/C=C\c1c(O)ccc2c1cc(C(=O)O)c1c2cc(c2c1cc[nH]2)Cl)O)N	OC(=O)C(C(C=Cc1c(O)ccc2c1cc(C(=O)O)c1c2cc(c2c1cc[nH]2)Cl)O)N
847	OC(=O)COc1cccc2c1CC=C([C@@H]2CC(=O)O)O	OC(=O)COc1cccc2c1CC=C(C2CC(=O)O)O
848	COCc1c2[C@@H](C(=O)O)[C@H](O)[C@@H]3[C@H](c2ccc1C(c1ccccc1)(C)C)C=CN3	COCc1c2C(C(=O)O)C(O)C3C(c2ccc1C(c1ccccc1)(C)C)C=CN3
849	CCCCCOC[C@@H]1C(=CCc2c1c[n+]([C@H](OC)O)c1c2CC(=C(C1)OC)OCCC)/C=C\C	CCCCCOCC1C(=CCc2c1c[n+](C(OC)O)c1c2CC(=C(C1)OC)OCCC)C=CC
850	CCCCOc1cc(cc2c1c1[C@@H](CCCc1c(c2)O)N(C)C)C(=O)O	CCCCOc1cc(cc2c1c1C(CCCc1c(c2)O)N(C)C)C(=O)O
853	OC[C@@H]1CCc2c(C1)c(ccc2)c1cc(O)cc(c1C(=O)O)O	OCC1CCc2c(C1)c(ccc2)c1cc(O)cc(c1C(=O)O)O
854	CN[C@@H](c1ccc(cc1)O/C=C/c1ccc(cc1)C)O	CNC(c1ccc(cc1)OC=Cc1ccc(cc1)C)O
857	OCc1cc2c(cc1C(=O)O)CC(=C1[C@H]2C=CC=C1)N	OCc1cc2c(cc1C(=O)O)CC(=C1C2C=CC=C1)N
858	COC(=O)N(S(=O)(=O)c1cc(C(=O)NO)c(cc1C[C@H](c1ccccc1)O)OC)C(=O)C	COC(=O)N(S(=O)(=O)c1cc(C(=O)NO)c(cc1CC(c1ccccc1)O)OC)C(=O)C
861	CNC(=O)c1ccc2c(c1)c(Cl)c1c(c2)c(OC)c(c(c1Cl)c1ccccc1)[N+](=O)[O-]	CNC(=O)c1ccc2c(c1)c(Cl)c1c(c2)c(OC)c(c(c1Cl)c1ccccc1)N(=O)=O
862	CCCc1c(ccc2c1[C@@H](F)c1c(C2)cc(cn1)CC(C(=O)O)C(=O)O)C(=O)O	CCCc1c(ccc2c1C(F)c1c(C2)cc(cn1)CC(C(=O)O)C(=O)O)C(=O)O
863	CCCCCS[C@@H](c1cc(F)c(c(c1C(=O)NC(=O)CCCC)CC)OC)Cl	CCCCCSC(c1cc(F)c(c(c1C(=O)NC(=O)CCCC)CC)OC)Cl
865	OC(=O)[C@@H](c1cc(O)c(c(c1[C@H](O)C)C[C@H](C(=O)O)O)O)Cc1ccc([nH]1)C	OC(=O)C(c1cc(O)c(c(c1C(O)C)CC(C(=O)O)O)O)Cc1ccc([nH]1)C
866	O=C(NC(=O)c1ccc([nH]1)C(=O)O)OC(=O)Cc1cccc2c1[C@H](O)C(=C([C@@H]2O)O)NC(=O)O	O=C(NC(=O)c1ccc([nH]1)C(=O)O)OC(=O)Cc1cccc2c1C(O)C(=C(C2O)O)NC(=O)O
868	COC(=O)Cc1ccccc1c1cc(ccc1O)[C@@H](C(=O)O)C#N	COC(=O)Cc1ccccc1c1cc(ccc1O)C(C(=O)O)C#N
869	C=C[C@H](c1cccc2c1c(C[C@H](c1cccc(c1)O)O)c(O)cc2O)C(=O)O	C=CC(c1cccc2c1c(CC(c1cccc(c1)O)O)c(O)cc2O)C(=O)O
870	COc1cc(OC)ccc1C(=O)OC(=O)/C=C\Oc1ccccc1F	COc1cc(OC)ccc1C(=O)OC(=O)C=COc1ccccc1F
872	OC(=O)[C@@H]1C=CC(=C(c2ccccc2O)C)c2c1c(ccc2)c1cc2ccccc2c2c1[nH]cc2	OC(=O)C1C=CC(=C(c2ccccc2O)C)c2c1c(ccc2)c1cc2ccccc2c2c1[nH]cc2
874	OCc1c(F)c(O)cc2c1ccc(c2)N[C@H](CCON=C(Cc1ccc(cc1NC(=O)C)O)O)O	OCc1c(F)c(O)cc2c1ccc(c2)NC(CCON=C(Cc1ccc(cc1NC(=O)C)O)O)O
878	COC1=C[C@H](Cl)c2c(C1)cc1c(c2C)CC=C[C@@H]1C(=O)O	COC1=CC(Cl)c2c(C1)cc1c(c2C)CC=CC1C(=O)O
879	CCc1c(O)cc(c2c1c(O)ccc2Cl)[C@H](c1cccc(c1)C)O	CCc1c(O)cc(c2c1c(O)ccc2Cl)C(c1cccc(c1)C)O
880	N#CCCC(=O)CCC(=O)c1cc(C=C(/C=C\C=C\C(=O)O)OC)cc2c1cc(CO)c(c2F)Br	N#CCCC(=O)CCC(=O)c1cc(C=C(C=CC=CC(=O)O)OC)cc2c1cc(CO)c(c2F)Br
881	OCc1cccc(c1OCCOCC1=C[C@H](O)c2c(C1)cc(cc2)c1c(O)cc(cc1Cl)Cl)C(=O)O	OCc1cccc(c1OCCOCC1=CC(O)c2c(C1)cc(cc2)c1c(O)cc(cc1Cl)Cl)C(=O)O
884	CCCCc1[nH]c(c2c1[C@H](OC[C@@H](c1cc[nH]c1)OC)C=C([C@H]2C(=O)O)OC(=O)C)O	CCCCc1[nH]c(c2c1C(OCC(c1cc[nH]c1)OC)C=C(C2C(=O)O)OC(=O)C)O
885	CCCCC[C@H]1C=CCC2=C[C@@H](c3c([C@H]12)c1cccc(c1cc3O)CC(=O)O)OC	CCCCCC1C=CCC2=CC(c3c(C12)c1cccc(c1cc3O)CC(=O)O)OC
887	O=C(Nc1cccc2c1CCC[C@H]2C)OC(=O)[C@@H]([C@@H](O)C)C(C)C	O=C(Nc1cccc2c1CCCC2C)OC(=O)C(C(O)C)C(C)C
892	CCNC(=O)N(C(=O)[C@H]1C=C(C#N)Cc2c1cccc2)C(=O)CO	CCNC(=O)N(C(=O)C1C=C(C#N)Cc2c1cccc2)C(=O)CO
896	CCC1=C[C@H](CC=C1)c1c(O)ccc(c1CC)CCOc1ccc(cc1)Oc1cccc(c1)C	CCC1=CC(CC=C1)c1c(O)ccc(c1CC)CCOc1ccc(cc1)Oc1cccc(c1)C
897	O=C(C/C=C\[C@H](c1ccc(cc1)C)O)OCCc1ccccc1	O=C(CC=CC(c1ccc(cc1)C)O)OCCc1ccccc1
899	CCC[C@](c1ccc(c(c1)OC(=O)C)NC(=Cc1cc(O)c(cc1O)C(=O)O)O)(O)C	CCCC(c1ccc(c(c1)OC(=O)C)NC(=Cc1cc(O)c(cc1O)C(=O)O)O)(O)C
900	CO[C@@H](C(=O)O)CC[C@@H]1C=C[C@H](c2c1c1ccoc1cc2)O	COC(C(=O)O)CCC1C=CC(c2c1c1ccoc1cc2)O
901	CCc1[nH]c(c(c1[C@H](c1cc(C)cc(c1)N(C)C)O)COCCC(=O)O)O	CCc1[nH]c(c(c1C(c1cc(C)cc(c1)N(C)C)O)COCCC(=O)O)O
903	CCC[C@@H](/C=C\1/C(=CCC2=C1[C@H](C)c1c(C2)ccc(c1O)C(=O)OC)Cl)OC	CCCC(C=C1C(=CCC2=C1C(C)c1c(C2)ccc(c1O)C(=O)OC)Cl)OC
905	C[C@H](C(=O)Oc1cncc(c1)C(=C(c1ccccc1C=C(C(=O)O)C(=O)O)NS(=O)(=O)O)F)C(=O)O	CC(C(=O)Oc1cncc(c1)C(=C(c1ccccc1C=C(C(=O)O)C(=O)O)NS(=O)(=O)O)F)C(=O)O
907	CCO/N=C(/c1c(C)cc(c2c1cc(cc2)C(=O)O)C(=O)O)\[C@@H]([C@@H](C(=O)O)N)O	CCON=C(c1c(C)cc(c2c1cc(cc2)C(=O)O)C(=O)O)C(C(C(=O)O)N)O
909	CCCCC/C=C(\C1=CC(=O)C=C(C1=O)C)/CCc1cccc(c1)C(=O)NC(=O)C	CCCCCC=C(C1=CC(=O)C=C(C1=O)C)CCc1cccc(c1)C(=O)NC(=O)C
910	N[C@H](c1cc2c(cc1CCC(=O)C(=O)O)[C@H](O)C=C([C@@H]2O)Cc1ccc(cc1)Cl)O	NC(c1cc2c(cc1CCC(=O)C(=O)O)C(O)C=C(C2O)Cc1ccc(cc1)Cl)O
