counter	SMILES (prior)	SMILES (after) round trip:
1257	O=C(OC(=O)c1ccccc1)CCc1cc(Br)c2c(c1)nc([nH]2)N	O=C(OC(=O)c1ccccc1)CCc1cc(Br)c2c(c1)nc([nH]2)N
1260	CCNC(=O)c1c(ccc(c1C(=O)Oc1ccccc1C)O)Oc1ccc(cc1)Cl	CCNC(=O)c1c(ccc(c1C(=O)Oc1ccccc1C)O)Oc1ccc(cc1)Cl
1263	OCCOc1ccc(cc1C(=O)Nc1c(O)c(cc(c1C(=O)C=C)OC(=O)CO)C(=O)O)O	OCCOc1ccc(cc1C(=O)Nc1c(O)c(cc(c1C(=O)C=C)OC(=O)CO)C(=O)O)O
1264	CCCCC(=O)OC(=O)c1[nH]c(nc1Cc1ccc(c(c1)O)OC(=O)CCCC(=O)CC(=O)O)O	CCCCC(=O)OC(=O)c1[nH]c(nc1Cc1ccc(c(c1)O)OC(=O)CCCC(=O)CC(=O)O)O
1268	O=CNS(=O)(=O)c1ccccc1N(S(=O)(=O)O)C(=O)C=C	O=CNS(=O)(=O)c1ccccc1N(S(=O)(=O)O)C(=O)C=C
1270	COC(=Cc1cncc(c1)C(=O)O)c1cc(O)ncc1C(=O)c1c(cc(c(c1O)O)O)C(=O)O	COC(=Cc1cncc(c1)C(=O)O)c1cc(O)ncc1C(=O)c1c(cc(c(c1O)O)O)C(=O)O
1271	OC(=O)c1ccccc1OCc1c(O)c(O)nc2c1c1cccc(c1cc2O)O	OC(=O)c1ccccc1OCc1c(O)c(O)nc2c1c1cccc(c1cc2O)O
1272	CCc1ccc(c2c1cc1c(cc(cc1c2C)C(=O)O)CC1=CCC=CC1=O)O	CCc1ccc(c2c1cc1c(cc(cc1c2C)C(=O)O)CC1=CCC=CC1=O)O
1273	CCc1c(OCCCC(=O)OC(=O)c2ccccc2OC)cccc1CC	CCc1c(OCCCC(=O)OC(=O)c2ccccc2OC)cccc1CC
1274	OC(=O)c1ccc2c(c1O)c(cc(c2C(=O)O)Cl)C(=O)O	OC(=O)c1ccc2c(c1O)c(cc(c2C(=O)O)Cl)C(=O)O
1275	Oc1cccc(c1)c1cc(cc(c1COC(=O)C(C)(C)C)OC(=C)C(=O)O)c1cc[nH]c1	Oc1cccc(c1)c1cc(cc(c1COC(=O)C(C)(C)C)OC(=C)C(=O)O)c1cc[nH]c1
1276	COC(=O)NCc1c(F)cc(c2c1[nH]c1c2CC=CC1)C(=O)O	COC(=O)NCc1c(F)cc(c2c1[nH]c1c2CC=CC1)C(=O)O
1281	OC(=O)c1c(F)ccc2c1c1occ(c1c(c2)COS(=O)(=O)O)c1ccc[nH]1	OC(=O)c1c(F)ccc2c1c1occ(c1c(c2)COS(=O)(=O)O)c1ccc[nH]1
1282	COC(=O)c1cc2cc3CC=C(Cc3c(c2cc1N)O)C	COC(=O)c1cc2cc3CC=C(Cc3c(c2cc1N)O)C
1283	CCC(=O)Nc1c(O)cccc1c1cncc2c1CC=CC2	CCC(=O)Nc1c(O)cccc1c1cncc2c1CC=CC2
1286	OC(=O)CCc1ccc(n1c1cc2cc3CC(=CCc3c(c2c2c1c(ccc2)C(=O)O)C)F)O	OC(=O)CCc1ccc(n1c1cc2cc3CC(=CCc3c(c2c2c1c(ccc2)C(=O)O)C)F)O
1289	CCOc1c(Cl)cc(c2c1cccc2)S(=O)(=O)N	CCOc1c(Cl)cc(c2c1cccc2)S(=O)(=O)N
1292	CCc1c(O)ccc(c1C1CCCCC1)n1c(C)ccc1OC	CCc1c(O)ccc(c1C1CCCCC1)n1c(C)ccc1OC
1293	O=C(N(C(=O)c1cccs1)C(=O)c1ccccc1)c1ccccc1	O=C(N(C(=O)c1cccs1)C(=O)c1ccccc1)c1ccccc1
1294	CCOc1ccc2c(c1C(=O)NC(=O)OCCC(=O)O)c(c([nH]2)C)C(c1ccccc1)(C)C	CCOc1ccc2c(c1C(=O)NC(=O)OCCC(=O)O)c(c([nH]2)C)C(c1ccccc1)(C)C
1296	CCC(c1cc(ccc1NC(=O)c1ccccc1)Cc1c(O)ncc(c1C)F)(C)C	CCC(c1cc(ccc1NC(=O)c1ccccc1)Cc1c(O)ncc(c1C)F)(C)C
1297	COc1ccc(cc1O)C(=O)OC(=O)c1cc(O)c2c(c1)oc(c2)CCC1=CC(=O)C=CC1=O	COc1ccc(cc1O)C(=O)OC(=O)c1cc(O)c2c(c1)oc(c2)CCC1=CC(=O)C=CC1=O
1302	OCc1cc(cc2c1[nH]cc2c1cc2cccc(c2nc1O)O)C(=O)O	OCc1cc(cc2c1[nH]cc2c1cc2cccc(c2nc1O)O)C(=O)O
1304	CCCCc1cc(C(=O)NC(=O)NCC)c2c(c1)c(O)ncc2	CCCCc1cc(C(=O)NC(=O)NCC)c2c(c1)c(O)ncc2
1305	CCc1ccc(c(n1)O)Oc1cc(O)c2c(c1)c(ncc2O)c1cc(ccc1O)C(=O)O	CCc1ccc(c(n1)O)Oc1cc(O)c2c(c1)c(ncc2O)c1cc(ccc1O)C(=O)O
1308	CC(=O)OC(=O)Cc1cccc(c1C(C1=CCc2c(C1)cc([nH]2)O)(C)C)CC(=O)O	CC(=O)OC(=O)Cc1cccc(c1C(C1=CCc2c(C1)cc([nH]2)O)(C)C)CC(=O)O
1311	O=C(Nc1c(O)cc(cc1C(=O)O)Cl)NCc1ccc(cc1)C(=O)O	O=C(Nc1c(O)cc(cc1C(=O)O)Cl)NCc1ccc(cc1)C(=O)O
1315	C=CNc1cccc(c1OCc1ccc(cc1)C1=CC(=O)C=CC1=O)O	C=CNc1cccc(c1OCc1ccc(cc1)C1=CC(=O)C=CC1=O)O
1316	O=C(c1ccccc1C)OC(=O)c1nc[nH]c1N	O=C(c1ccccc1C)OC(=O)c1nc[nH]c1N
1317	OCc1c[nH]c(c1C(=O)c1cc(cc(c1c1cc2c(o1)c(Cl)ccc2)O)C(=O)O)O	OCc1c[nH]c(c1C(=O)c1cc(cc(c1c1cc2c(o1)c(Cl)ccc2)O)C(=O)O)O
1318	CC(=CC(=O)c1cc(C)ccc1Cc1cc(F)ccc1c1ccc2c(c1)occ2)O	CC(=CC(=O)c1cc(C)ccc1Cc1cc(F)ccc1c1ccc2c(c1)occ2)O
1320	COc1c(cc2c(c1Cl)cc(cc2O)O)C(=O)O	COc1c(cc2c(c1Cl)cc(cc2O)O)C(=O)O
1321	OC(=O)C1=C2Cc3cccc(c3CC2=CC1)C(=O)O	OC(=O)C1=C2Cc3cccc(c3CC2=CC1)C(=O)O
1322	CCCS(=O)(=O)N(C1=CC(=O)C(=C(C1=O)C(=O)O)OC)c1ccc(cc1)O	CCCS(=O)(=O)N(C1=CC(=O)C(=C(C1=O)C(=O)O)OC)c1ccc(cc1)O
1324	O=C(CC(=O)c1ccccc1)CCc1cc(Cl)c(cc1C(=O)O)F	O=C(CC(=O)c1ccccc1)CCc1cc(Cl)c(cc1C(=O)O)F
1325	CCCCN(c1c(CC(=O)O)c(O)cc2c1c1ccc3c(c1o2)cccc3CCC(=O)O)C	CCCCN(c1c(CC(=O)O)c(O)cc2c1c1ccc3c(c1o2)cccc3CCC(=O)O)C
1326	COc1cc(n(c1c1cccc2c1cccc2CC)c1cccc(c1O)Cl)CCC(=O)O	COc1cc(n(c1c1cccc2c1cccc2CC)c1cccc(c1O)Cl)CCC(=O)O
1327	COCc1c(C(=O)NC(=O)NC(=O)OC(=O)C)c(C)cc2c1cccc2	COCc1c(C(=O)NC(=O)NC(=O)OC(=O)C)c(C)cc2c1cccc2
1331	COc1c(c(Cl)cc2c1nccc2C)c1cc(OC)ccc1O	COc1c(c(Cl)cc2c1nccc2C)c1cc(OC)ccc1O
1334	CCCCCCNC(=O)OC(=O)Nc1ccccc1O	CCCCCCNC(=O)OC(=O)Nc1ccccc1O
1337	COCc1cc(OCCC(=O)OC(=O)NC(=O)CCC(CC)CC)c2c(c1)cccc2	COCc1cc(OCCC(=O)OC(=O)NC(=O)CCC(CC)CC)c2c(c1)cccc2
1339	CCCc1c(cc(c2c1c(O)ccc2CC)Br)C(=O)O	CCCc1c(cc(c2c1c(O)ccc2CC)Br)C(=O)O
1342	OCC(=O)c1ccc(cc1)c1cc(O)cc(c1O)Cc1cc(C)nc(c1)O	OCC(=O)c1ccc(cc1)c1cc(O)cc(c1O)Cc1cc(C)nc(c1)O
1346	COC(=C(C(=O)O)C=C)CCc1cc2cc(O)cc(c2cc1O)O	COC(=C(C(=O)O)C=C)CCc1cc2cc(O)cc(c2cc1O)O
1348	OC(=O)c1cc(N)c2c(c1)ccc(c2)c1c(C)cccc1O	OC(=O)c1cc(N)c2c(c1)ccc(c2)c1c(C)cccc1O
1351	OC(=O)CC(=O)OCc1ccccc1c1c2CC=CCc2c2c(c1O)cccc2	OC(=O)CC(=O)OCc1ccccc1c1c2CC=CCc2c2c(c1O)cccc2
1354	OC(=O)Cc1ccc(c2c1cc(Cl)c(c2)C)c1[nH]c2c(c1Cl)c1cc(ccc1cc2)C(=O)O	OC(=O)Cc1ccc(c2c1cc(Cl)c(c2)C)c1[nH]c2c(c1Cl)c1cc(ccc1cc2)C(=O)O
1355	OC(=O)CCCOc1ccc(c2c1cc(C(=O)O)c(c2)c1cocc1)O	OC(=O)CCCOc1ccc(c2c1cc(C(=O)O)c(c2)c1cocc1)O
1361	O=CNc1cc(N)nc(c1)c1nc([nH]c1Nc1c(O)ncc(c1C(C)C)C=O)N	O=CNc1cc(N)nc(c1)c1nc([nH]c1Nc1c(O)ncc(c1C(C)C)C=O)N
1362	COc1cccc2c1cccc2S(=O)(=O)CC(=O)NC(=O)c1cc(F)ccc1O	COc1cccc2c1cccc2S(=O)(=O)CC(=O)NC(=O)c1cc(F)ccc1O
1363	COC(=CC(=O)O)Cc1ccc(c(c1)CCC(=O)NCC(=O)O)C(=O)O	COC(=CC(=O)O)Cc1ccc(c(c1)CCC(=O)NCC(=O)O)C(=O)O
1367	CCCCOC(=O)c1cc2c([nH]1)c(OC)c1c(c2)c(CC)c(c(c1)Cl)O	CCCCOC(=O)c1cc2c([nH]1)c(OC)c1c(c2)c(CC)c(c(c1)Cl)O
1369	COc1c(C(=O)O)c(O)c2c(c1O)ccc(c2)C	COc1c(C(=O)O)c(O)c2c(c1O)ccc(c2)C
1371	COc1c(C)c(Cc2ccc3c(c2)cc([nH]3)C(C)C)cc2c1c(cc(c2)O)C(=O)O	COc1c(C)c(Cc2ccc3c(c2)cc([nH]3)C(C)C)cc2c1c(cc(c2)O)C(=O)O
1373	CCOc1ccccc1C(=O)CC(=O)NC(=O)NC(=O)c1c(O)c(F)c(c(c1O)C(=O)O)O	CCOc1ccccc1C(=O)CC(=O)NC(=O)NC(=O)c1c(O)c(F)c(c(c1O)C(=O)O)O
1377	O=C(Nc1c[nH]c(c1C(=O)O)O)CC(=O)c1cccc(c1C(=O)CC(=O)NS(=O)(=O)O)O	O=C(Nc1c[nH]c(c1C(=O)O)O)CC(=O)c1cccc(c1C(=O)CC(=O)NS(=O)(=O)O)O
1381	CCCCOC(=O)Nc1ccc2c(c1)cc(cc2)C	CCCCOC(=O)Nc1ccc2c(c1)cc(cc2)C
1383	COc1cccc(c1N(c1cccc(c1)C(=O)O)C(=O)O)C(C)(C)C	COc1cccc(c1N(c1cccc(c1)C(=O)O)C(=O)O)C(C)(C)C
1385	Clc1cc(C(=O)N)c2c(c1)c1c(C)ccc(c1c(c2)C)N	Clc1cc(C(=O)N)c2c(c1)c1c(C)ccc(c1c(c2)C)N
1386	COC=C1CCC=C(C1)c1cccc(c1)C(=O)OC(=O)NCC(=O)NC(=O)C	COC=C1CCC=C(C1)c1cccc(c1)C(=O)OC(=O)NCC(=O)NC(=O)C
1387	COc1ccc(cc1)C(=O)NC(=O)Nc1ccc(c(c1O)Cl)c1c[nH]c2c1cccc2	COc1ccc(cc1)C(=O)NC(=O)Nc1ccc(c(c1O)Cl)c1c[nH]c2c1cccc2
1388	COc1ccc(c(c1)c1ccc(cc1)c1ccc2c(c1C)C(=O)C(=CC2=O)CC(=O)O)C	COc1ccc(c(c1)c1ccc(cc1)c1ccc2c(c1C)C(=O)C(=CC2=O)CC(=O)O)C
1389	COCCc1c(CC)cc(c2c1ccc1c2cc(cc1)C)CCC(=O)O	COCCc1c(CC)cc(c2c1ccc1c2cc(cc1)C)CCC(=O)O
1392	COc1c(Cl)ccc(c1N)c1cc(O)cc(c1C(=O)O)O	COc1c(Cl)ccc(c1N)c1cc(O)cc(c1C(=O)O)O
1393	COCC(=O)Oc1cccc(c1c1cc(OC)cc(c1)OC)CO	COCC(=O)Oc1cccc(c1c1cc(OC)cc(c1)OC)CO
1395	OC(=O)CCc1cc(C(=O)O)c(c(c1O)CCc1ccc(c2c1cc(Cl)cc2O)O)F	OC(=O)CCc1cc(C(=O)O)c(c(c1O)CCc1ccc(c2c1cc(Cl)cc2O)O)F
1396	O=Cc1cc(ccc1c1c2[nH]ccc2cc2c1c1ccsc1cc2)C(=O)O	O=Cc1cc(ccc1c1c2[nH]ccc2cc2c1c1ccsc1cc2)C(=O)O
1397	CCCC(=CC(=O)c1cccc2c1cccc2Cl)C	CCCC(=CC(=O)c1cccc2c1cccc2Cl)C
1400	N#Cc1c(cccc1C(=O)OC(=O)NCC(=O)c1cccc(c1)O)OC(=O)CC(=O)O	N#Cc1c(cccc1C(=O)OC(=O)NCC(=O)c1cccc(c1)O)OC(=O)CC(=O)O
1401	CCc1cc(OCC(=O)O)c(c(c1)CC(=O)O)NS(=O)(=O)c1ccc2c(c1)cc[nH]2	CCc1cc(OCC(=O)O)c(c(c1)CC(=O)O)NS(=O)(=O)c1ccc2c(c1)cc[nH]2
1402	Nc1nc(N2Cc3c(C2)c(cc(c3Oc2ccccc2)O)C(=O)O)c(c(n1)O)C	Nc1nc(N2Cc3c(C2)c(cc(c3Oc2ccccc2)O)C(=O)O)c(c(n1)O)C
1404	COc1cnc(c2c1c(c(O)cc2)c1ccccc1)O	COc1cnc(c2c1c(c(O)cc2)c1ccccc1)O
1406	OC(=O)CCCc1cc(O)c2c(c1O)c(F)ccc2O	OC(=O)CCCc1cc(O)c2c(c1O)c(F)ccc2O
1409	Cc1cccc(c1)Oc1c(Cl)cc(cc1C(=O)OC(=O)c1cccc(c1)C(=O)O)C(=O)O	Cc1cccc(c1)Oc1c(Cl)cc(cc1C(=O)OC(=O)c1cccc(c1)C(=O)O)C(=O)O
1410	O=C(NC(=O)O)CCC(=O)OCc1c[nH]c(c1)c1ccc2c(c1)cccc2	O=C(NC(=O)O)CCC(=O)OCc1c[nH]c(c1)c1ccc2c(c1)cccc2
1419	CCCCNc1nc(c(o1)c1cccc(c1O)OC)C(=O)O	CCCCNc1nc(c(o1)c1cccc(c1O)OC)C(=O)O
1425	CCOc1cc(ccc1C(=O)OCC)NC(=Cc1ccccc1O)O	CCOc1cc(ccc1C(=O)OCC)NC(=Cc1ccccc1O)O
1426	CCC(=C(CC(=O)O)S)c1ccc(c(c1)S(=O)(=O)O)O	CCC(=C(CC(=O)O)S)c1ccc(c(c1)S(=O)(=O)O)O
1428	OC1=C(Cc2c(C1)ccc(c2)C(=O)O)c1ccc(c(c1O)C(=O)O)C(=O)O	OC1=C(Cc2c(C1)ccc(c2)C(=O)O)c1ccc(c(c1O)C(=O)O)C(=O)O
1429	CCCc1cc(OC)c2c(c1)c1ccc3c(c1o2)cc1c2c3nc(O)c(c2CC(=C1)C(=O)O)C(=O)O	CCCc1cc(OC)c2c(c1)c1ccc3c(c1o2)cc1c2c3nc(O)c(c2CC(=C1)C(=O)O)C(=O)O
1430	OC(=O)CCCC(=O)Nc1c(O)c(C(=O)O)c(c(c1Cl)NC(=O)CCC(=O)O)Nc1cccc(c1)C	OC(=O)CCCC(=O)Nc1c(O)c(C(=O)O)c(c(c1Cl)NC(=O)CCC(=O)O)Nc1cccc(c1)C
1433	OC(=O)Cc1cc(cc2c1c(C)ccc2c1ccccc1OP(=O)(O)O)C(=O)O	OC(=O)Cc1cc(cc2c1c(C)ccc2c1ccccc1OP(=O)(O)O)C(=O)O
1438	CNc1c(cccc1CC(=O)O)Oc1cc(CC)cc2c1cccc2	CNc1c(cccc1CC(=O)O)Oc1cc(CC)cc2c1cccc2
1439	COC(=c1c(ccc(c1=CC(=O)O)F)CC(=O)O)c1cc(O)c2c(c1)c(O)cc(c2C(=O)O)O	COC(=c1c(ccc(c1=CC(=O)O)F)CC(=O)O)c1cc(O)c2c(c1)c(O)cc(c2C(=O)O)O
1445	CCCc1c(CC)c(cn1c1cccc2c1ccc(c2)C(=N)N)C#N	CCCc1c(CC)c(cn1c1cccc2c1ccc(c2)C(=N)N)C#N
1453	OC(=O)CC(=O)c1nc(C(=O)O)c(nc1O)Nc1c(O)cccc1C(=O)O	OC(=O)CC(=O)c1nc(C(=O)O)c(nc1O)Nc1c(O)cccc1C(=O)O
1454	CCc1c(CCc2ccccc2)c(O)cc(c1O)CC(=O)O	CCc1c(CCc2ccccc2)c(O)cc(c1O)CC(=O)O
1456	CCCCS(=O)(=O)Oc1cccc2c1cc(CC)c(c2C(=O)O)O	CCCCS(=O)(=O)Oc1cccc2c1cc(CC)c(c2C(=O)O)O
1460	Oc1cc(OCc2ccc(cc2)S(=O)(=O)O)c(c(c1)C)F	Oc1cc(OCc2ccc(cc2)S(=O)(=O)O)c(c(c1)C)F
1466	CCc1nc(c(n1CS(=O)(=O)O)O)c1nc([nH]c1c1csc(c1)C(=O)O)N	CCc1nc(c(n1CS(=O)(=O)O)O)c1nc([nH]c1c1csc(c1)C(=O)O)N
1468	Oc1nc(O)c2c(c1)c1ccccc1cc2O	Oc1nc(O)c2c(c1)c1ccccc1cc2O
1471	NCCC(=C(c1c(C)cc2c(c1O)cnc(c2OCC)C(=O)OC(=O)NC(=O)C)C(=O)C)OCC	NCCC(=C(c1c(C)cc2c(c1O)cnc(c2OCC)C(=O)OC(=O)NC(=O)C)C(=O)C)OCC
1475	COc1c2ccc(cc2[nH]c1C(c1cccc(c1)C(=O)O)(C)C)CC	COc1c2ccc(cc2[nH]c1C(c1cccc(c1)C(=O)O)(C)C)CC
1478	COc1cc2c3c(O)ccc(c3[nH]c2c2c1[nH]c1c2c(OC)ccc1I)C(=O)O	COc1cc2c3c(O)ccc(c3[nH]c2c2c1[nH]c1c2c(OC)ccc1I)C(=O)O
1479	COc1cc(CCC(=O)NC(=O)C)c(c2c1cccc2)Oc1ccccc1	COc1cc(CCC(=O)NC(=O)C)c(c2c1cccc2)Oc1ccccc1
1480	CC(=O)OC(=O)c1cccc2c1c(O)ccc2O	CC(=O)OC(=O)c1cccc2c1c(O)ccc2O
1483	CC(=O)Oc1ccccc1Oc1c(O)ccc2c1c1ccnc(c1c(n2)O)Cl	CC(=O)Oc1ccccc1Oc1c(O)ccc2c1c1ccnc(c1c(n2)O)Cl
1485	CCC(=C1CC=C(C=C1)c1cccc(c1)CNC(=O)c1cccc(c1OC)O)C(=O)O	CCC(=C1CC=C(C=C1)c1cccc(c1)CNC(=O)c1cccc(c1OC)O)C(=O)O
1487	COC(=Cc1ccccc1)N=C(c1ccc2c(c1)c(c1cccc(c1)OC)c(o2)C)O	COC(=Cc1ccccc1)N=C(c1ccc2c(c1)c(c1cccc(c1)OC)c(o2)C)O
1489	CCCCCCOC(=O)CCc1ccc2c(c1)c(OC)ccc2	CCCCCCOC(=O)CCc1ccc2c(c1)c(OC)ccc2
1492	O=CCC(=O)NC(=O)COc1c(O)cccc1CO	O=CCC(=O)NC(=O)COc1c(O)cccc1CO
1494	OC(=O)c1ccc(cc1OCCn1cccc1)CC(=O)C	OC(=O)c1ccc(cc1OCCn1cccc1)CC(=O)C
1497	OC(=O)c1c(O)cc(c(c1c1coc(c1)C(=O)O)C1CCCCC1)C	OC(=O)c1c(O)cc(c(c1c1coc(c1)C(=O)O)C1CCCCC1)C
1499	O=C(OC(=O)c1c(C)cccc1Br)CCc1ccccc1	O=C(OC(=O)c1c(C)cccc1Br)CCc1ccccc1
1502	CCOC(=O)c1c(O)cc(c2c1cccc2NCC(=O)NC(=NO)O)O	CCOC(=O)c1c(O)cc(c2c1cccc2NCC(=O)NC(=NO)O)O
1503	Oc1ccc2c(c1)c1nc(O)c(c(c1cc2O)S(=O)(=O)c1ccnc2c1c(Cl)ccc2)C(=O)O	Oc1ccc2c(c1)c1nc(O)c(c(c1cc2O)S(=O)(=O)c1ccnc2c1c(Cl)ccc2)C(=O)O
1504	CCCc1[nH]cc(c1)CN(C(=O)CCOC(=O)c1ccc(cc1)OC)C(=O)C	CCCc1[nH]cc(c1)CN(C(=O)CCOC(=O)c1ccc(cc1)OC)C(=O)C
1505	O=C(Cc1c(O)ccc2c1cccc2)Nc1ccccc1	O=C(Cc1c(O)ccc2c1cccc2)Nc1ccccc1
1507	O=C(CCC(=O)O)OCCc1cc2CC=CCc2c2c1[nH]c(c2)C(=O)O	O=C(CCC(=O)O)OCCc1cc2CC=CCc2c2c1[nH]c(c2)C(=O)O
1511	COC(=O)c1cc(cc(c1)c1cccc(c1O)C)c1ccoc1	COC(=O)c1cc(cc(c1)c1cccc(c1O)C)c1ccoc1
1521	OC(=O)c1c[nH]c(c1)c1c(Cl)cc(c(c1C)O)C(=O)O	OC(=O)c1c[nH]c(c1)c1c(Cl)cc(c(c1C)O)C(=O)O
1522	Cc1ccc2c(c1OC(=O)CC(=O)O)nc([nH]2)C	Cc1ccc2c(c1OC(=O)CC(=O)O)nc([nH]2)C
1529	OC(=O)c1cnc(s1)Cc1cc(O)c2c(c1O)cccc2	OC(=O)c1cnc(s1)Cc1cc(O)c2c(c1O)cccc2
1530	Cc1cccc(c1)c1cccc2c1cc(n2c1ncc([nH]1)C1=NCc2c(C1)cc([nH]2)O)C(=O)O	Cc1cccc(c1)c1cccc2c1cc(n2c1ncc([nH]1)C1=NCc2c(C1)cc([nH]2)O)C(=O)O
1532	COc1cc2[nH]ccc2c(c1CCc1ccccc1)Cl	COc1cc2[nH]ccc2c(c1CCc1ccccc1)Cl
1533	COc1c(CCCOc2ccc3c(c2)ccc(c3)C)nc(c2c1c(Cl)cc(c2)OC)N	COc1c(CCCOc2ccc3c(c2)ccc(c3)C)nc(c2c1c(Cl)cc(c2)OC)N
1535	COc1ccc(c(c1F)C(=O)c1c(cc2c(c1CC)c1ccsc1cc2CC(=O)O)C(=O)O)O	COc1ccc(c(c1F)C(=O)c1c(cc2c(c1CC)c1ccsc1cc2CC(=O)O)C(=O)O)O
1536	COC(=O)c1ccc2c(c1)nc(c(c2)c1cc(C)cc(c1)Cl)c1ccc(cc1)O	COC(=O)c1ccc2c(c1)nc(c(c2)c1cc(C)cc(c1)Cl)c1ccc(cc1)O
1540	OC(=O)Cc1c(ccc2c1C(=O)C(=C(C2=O)C(=O)O)C)C(=O)Oc1ccccc1C(=O)O	OC(=O)Cc1c(ccc2c1C(=O)C(=C(C2=O)C(=O)O)C)C(=O)Oc1ccccc1C(=O)O
1542	CCc1cc2c3ncc(cc3c(cc2c2c1cc(C(=O)O)c(c2C(=O)O)Cl)C(=O)O)C(=O)O	CCc1cc2c3ncc(cc3c(cc2c2c1cc(C(=O)O)c(c2C(=O)O)Cl)C(=O)O)C(=O)O
1543	CCc1cc2Cc3n(-c2c(c1O)O)c1c(c3O)cc(cc1C(=C)Cl)C(=O)O	CCc1cc2Cc3n(-c2c(c1O)O)c1c(c3O)cc(cc1C(=C)Cl)C(=O)O
1544	COCc1cc(ccc1OC)c1c(F)cc(c2c1ccc(c2O)C(=O)O)OC	COCc1cc(ccc1OC)c1c(F)cc(c2c1ccc(c2O)C(=O)O)OC
1545	OC(=O)CC(=O)CCn1ccc2c1c(ccc2)CC(=O)O	OC(=O)CC(=O)CCn1ccc2c1c(ccc2)CC(=O)O
1548	O=CCc1cc2oc(cc2c2c1cccc2CC(=O)c1ccccc1)Br	O=CCc1cc2oc(cc2c2c1cccc2CC(=O)c1ccccc1)Br
1549	O=C(C(=O)N)Nc1cc(C(=O)O)c(cc1O)O	O=C(C(=O)N)Nc1cc(C(=O)O)c(cc1O)O
1550	COc1cc(F)cc(c1)c1ccc(c(c1)OCCCC(=O)O)S(=O)(=O)NCC(=O)O	COc1cc(F)cc(c1)c1ccc(c(c1)OCCCC(=O)O)S(=O)(=O)NCC(=O)O
1551	NCc1c(ccc2c1ccc1c2cccc1)C(=C)Cl	NCc1c(ccc2c1ccc1c2cccc1)C(=C)Cl
1552	CCOc1c(C(=O)O)c(O)c(c2c1cccc2)c1cc2c([nH]1)ccc(c2Cl)CCC(=O)O	CCOc1c(C(=O)O)c(O)c(c2c1cccc2)c1cc2c([nH]1)ccc(c2Cl)CCC(=O)O
1553	NC(=O)OC(=O)c1ccsc1C(=O)OC(=O)c1cccc2c1cc(Cl)c(c2)F	NC(=O)OC(=O)c1ccsc1C(=O)OC(=O)c1cccc2c1cc(Cl)c(c2)F
1554	COc1ccc2c(c1CCC(=O)O)c(NC(=O)C)c1c(c2)cccc1Cl	COc1ccc2c(c1CCC(=O)O)c(NC(=O)C)c1c(c2)cccc1Cl
1560	Cc1ccc(c(c1)C(=O)O)Cc1cc(O)cc2c1c(O)ccc2	Cc1ccc(c(c1)C(=O)O)Cc1cc(O)cc2c1c(O)ccc2
1561	Oc1cccc(c1)CCN=C(c1sc(nc1O)Nc1n[nH]c(c1C)O)O	Oc1cccc(c1)CCN=C(c1sc(nc1O)Nc1n[nH]c(c1C)O)O
1570	COC(=C(c1cccc(c1)CCC(=O)O)O)c1cocc1	COC(=C(c1cccc(c1)CCC(=O)O)O)c1cocc1
1572	OC(=O)COc1c(cccc1O)Cc1cc2c(cc1O)cccc2C(=O)CC(=O)O	OC(=O)COc1c(cccc1O)Cc1cc2c(cc1O)cccc2C(=O)CC(=O)O
1576	CC(=O)OCc1c[nH]c(c1c1[nH]c2c(c1)ccc(c2O)C(=O)O)C(=O)O	CC(=O)OCc1c[nH]c(c1c1[nH]c2c(c1)ccc(c2O)C(=O)O)C(=O)O
1580	OC=C(c1ccccc1C(=O)N)c1ccc(cc1)Cl	OC=C(c1ccccc1C(=O)N)c1ccc(cc1)Cl
1581	COC1=C(OC2CCCCC2)Cc2c(C1)cccc2CNC(=O)OC(=O)NCC=O	COC1=C(OC2CCCCC2)Cc2c(C1)cccc2CNC(=O)OC(=O)NCC=O
1582	CCCOC(=O)CCc1cc(Cc2nc(c([nH]2)C(=O)O)O)c(c(c1)O)Cl	CCCOC(=O)CCc1cc(Cc2nc(c([nH]2)C(=O)O)O)c(c(c1)O)Cl
1586	O=C(C(=O)O)Nc1cc(cc2c1cccc2)C(=O)O	O=C(C(=O)O)Nc1cc(cc2c1cccc2)C(=O)O
1587	COc1cc(C(=O)O)c2c(c1)c1ccc(c(c1cc2O)c1ccc2c(c1)c(CO)c[nH]2)C(=O)O	COc1cc(C(=O)O)c2c(c1)c1ccc(c(c1cc2O)c1ccc2c(c1)c(CO)c[nH]2)C(=O)O
1589	O=C(OC(=O)Nc1cccc(c1)O)NCCCCc1c(Br)cc(c(c1F)Cl)O	O=C(OC(=O)Nc1cccc(c1)O)NCCCCc1c(Br)cc(c(c1F)Cl)O
1593	CCCC(=O)Oc1ccc(cc1COC(=O)CN)O	CCCC(=O)Oc1ccc(cc1COC(=O)CN)O
1594	OC(=O)Cc1ccc(c(c1)C(=O)O)CC=C(Cc1ccccc1)C	OC(=O)Cc1ccc(c(c1)C(=O)O)CC=C(Cc1ccccc1)C
1598	OCc1n(c2ccccc2COC(=O)c2ccsc2Cl)c(c2c1ccc(c2)C(=O)O)O	OCc1n(c2ccccc2COC(=O)c2ccsc2Cl)c(c2c1ccc(c2)C(=O)O)O
